rating,title,status,pros,cons,advice,Recommend,CEO Approval,Business Outlook,Career Opportunities,Compensation and Benefits,Senior Management,Work/Life Balance,Culture & Values,Diversity & Inclusion,firm_link,date,job,index
3.0,Carefulness,"Former Employee, more than 5 years",Fast flexible easy communication skills,Low pay for lots of work,,x,r,x,3,3,1,1,4.0,5.0,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-12-03, Shift Supervisor,
4.0,Great job during school,Former Employee,"Pay
College assistance
Great people
Fast paced
Unique days","Long hours with minimal breaks
Some people do more work than others for the same pay",,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-10-29, Salesperson,
5.0,Good place to work,Former Employee,Sheetz has a caring culture and decent pay. There's also a lot of opportunity to move up and they like to promote from within.,I honestly can't think of anything negative to say,,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-09-23, Sales Associate,
5.0,"Great, Flexible Job",Former Employee,"Great first job, flexible schedule if you're in school, nice coworkers",potential of dealing with rude customers,,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-11-02, Salesperson,
4.0,Very invested company,"Current Employee, more than 8 years",The company invests in you and pushes you tk advance if you show interest,Work/life balance is difficult to maintain,,v,o,v,5,3,4,2,5.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-10-09, Store Manager,
3.0,crappie job,"Former Employee, less than 1 year",Not much to go on,too many holes in the company,,x,x,x,3,2,2,2,3.0,2.0,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-11-18, HotShots Driver,
5.0,Great company to work!,"Former Employee, less than 1 year",They have lots of opportunity for upward mobility.,The work can sometimes be difficult and busy.,,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-10-12, Store Team Member,
5.0,GREAT COMPANY!,Current Employee,"Rewarding work, great pay and benefits!","Fast paced, busy, high service expectations!",,v,v,v,5,5,5,3,5.0,5.0,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-10-19, District Manager,
5.0,Awesome,Current Employee,The people are amazing... bonuses every 3 months,Very corporate run that's it,,o,o,o,5,4,4,3,5.0,5.0,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-11-08, Supervisor,
5.0,Great job,Current Employee,Great benefits upward mobility family atmosphere,"Work life balance 
Work all holidays",,v,v,v,5,5,5,3,5.0,5.0,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-11-09, Assistant Manager,
5.0,Great Place to work,"Former Employee, more than 1 year","Family atmosphere, great management team","Always working, there is no downtown",,v,v,v,5,5,4,4,5.0,5.0,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-11-02, Sales Associate,
3.0,Takes a special kind of person to work in the physical stores,"Current Employee, more than 8 years",The benefits are about the best part of their offering other than the competitive pay,"staffing, poor support from district managers",,x,o,v,,,,,,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-09-24, Store Manager,
5.0,Fun and rewarding,Current Employee,Very good pay for entry level service,I don’t find any cons.,,v,v,v,5,5,5,5,5.0,5.0,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-11-01, Shift Supervisor,
3.0,I  loved  their hoagies,"Former Employee, less than 1 year",great hoagies to eat every day,"not enough breaks, I like at least 3 hoagie breaks per shift",,o,o,o,3,3,4,4,4.0,3.0,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-10-15, Cashier,
4.0,A job with benefits,"Former Employee, more than 5 years","Pay was decent and better than most other places around, insurance options available.",Staffing and work around schedule may be an issue,,o,o,r,5,4,5,3,3.0,5.0,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-10-08, Retail Salesperson,
3.0,Great place to work especially if you have nice co workers,"Former Employee, more than 1 year",The top management was top notch,"The lower management, shift supervisor were awful! Nathan my store manager at store 239 was awesome!",,v,v,v,4,2,5,3,5.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-08-16, Sales Associate,
5.0,Great,Former Employee,discount on tasty food and great people,have to go in deep freezer to prep food,,v,v,o,5,4,,5,4.0,3.0,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-10-26, Team Member,
5.0,Great,Current Employee,"Flexible hours
Great work environment 
Amazing benefits and opportunities to move up",Negative employees can create poor work environment,,v,x,v,5,4,5,5,4.0,3.0,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-10-21, Salesperson,
5.0,Sheetz,Current Employee,Sheetz is a great company to work for.,Absolutely no cons to working for Sheetz.,,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-10-28, Sales Associate,
3.0,Sheetz itself is a great company however working in the store is mentally exhausting especially when short staffed,"Current Employee, more than 8 years",The money makes you stay,Short staffing and angry customers,,x,o,r,4,5,3,1,4.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-09-07, Anonymous Employee,
5.0,Great place to work,Former Employee,it was great loved it,dont really have much to say,,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-10-28, Anonymous Employee,
5.0,Great place to work,Current Employee,"Fun atmosphere, bonuses, benefits, higher wages, 401k, flexibility",Great place to work always,,v,v,v,5,5,5,5,5.0,5.0,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-10-20, Sales Associate/Cashier,
5.0,Awesome,Current Employee,good pay for the work,Work never ends and can be very busy,,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-10-26, Sales Person,
3.0,Ehh you get paid for what you do,Current Employee,Pay and hours are good,Management could be better than it is,,o,o,o,4,5,3,2,3.0,3.0,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-10-14, Crew Member,
4.0,Great people to work with,Current Employee,You can always find great people at every store to be friends with.,"Always way too hot in the kitchen. 
Sometimes they advance people into management who absolutely shouldn’t have that power",,v,r,v,4,4,4,3,4.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-08-29, Sales Associate,
2.0,Not Worth,"Former Employee, less than 1 year","none, none at all, very bad","pain, stress, depression, no help whatsoever",,x,v,x,1,1,1,1,1.0,1.0,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-10-30, Sales Associate,
4.0,"Pretty good job, great benefits","Former Employee, more than 1 year","this is the best paying gas station job you'll probably ever find.  Also, the stories you'll have to tell from this job will be forever entertaining.",Can be very busy at times. Management expects a lot from you.,,v,v,v,5,5,4,3,5.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-08-11, Salesperson,
4.0,not for the easily stressed,"Current Employee, less than 1 year","fun, good pay, good benefits","stressful, not enough good managment",,v,o,o,4,5,4,5,5.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-09-23, Sales Associate,
5.0,Amazing,Current Employee,Everything family oriented work family,Nothing. Flexible work schedule. Fun.,,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-10-29, Store Manager,
2.0,Low,Former Employee,Staff members are always nice,Everything is kind of bad,,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-11-02, Team Member,
3.0,Ok,"Current Employee, more than 5 years",Pay is what makes the job bearable,"Understaffed on every shift, doesn't allow for work to get done.",,x,x,v,3,3,2,2,3.0,4.0,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-10-06, Salesperson,
5.0,Great conpany,"Current Employee, less than 1 year",Loves their employees and will do almost anything for them.,"Sheetz really has no cons. They pay well, they really value their employees",,v,v,v,4,4,3,2,3.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-09-20, Crew Member,
5.0,Love my fam,"Current Employee, less than 1 year",The culture of the store is amazing,It’s always a busy place.,,v,v,v,5,5,5,5,5.0,5.0,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-10-13, Team Member,
3.0,Register and Food Salesperson,"Former Employee, more than 5 years","Fast paced, constantly moving, higher pay",Horrid general and area management. Assistant managers are often the only reason the stores are withstanding.,,v,v,v,4,3,2,3,4.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-09-07, Salesperson,
5.0,Great company,"Former Employee, more than 3 years","Family atmosphere, fun, organized, clean","24 hours a day, 365 days a year",,v,o,v,5,5,4,4,5.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-10-12, Store Manager,
4.0,Family Atmosphere,Current Employee,Everyone in the store is definitely like one big family!,Sometimes family has a few hiccups,,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-10-05, Salesperson,
4.0,Great place to work,Current Employee,"Good pay, flexible schedule, open 24/7","Not too many, it is a more boring job at times if it is not busy",,v,o,o,5,4,4,5,5.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-09-16, Salesperson,
5.0,Great,"Former Employee, more than 1 year",It wasn't a bad experiance and they pay good,The point system for attendance doesn't give any wiggle room for accidents. Too many accidents in 365 days and you're fired,,v,o,v,5,5,1,5,5.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-08-17, Sales Person,
5.0,Fortune 100 company,"Current Employee, more than 10 years","Respectful, honest, diverse, and driven to win",Staffing hours available low compare to work,,v,v,o,5,5,5,3,5.0,5.0,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-10-02, Store Manager,
5.0,Great place to work,"Current Employee, more than 1 year","Good management, incentive opportunity’s, good starting pay, encourage advancement","Rude customers, standing for long periods of time, having to learn how to both be a cashier and work in a kitchen",,v,v,v,5,5,5,4,5.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-08-18, Salesperson,
2.0,Not Great,Current Employee,"Good work environment, decent staffing","Frequent hour cuts, no minimum hours, difficult to get shifts changed.",,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-10-05, Salesperson,
5.0,great,Former Employee,"loved it, great place to work","none, no problems for me",,v,o,v,3,3,3,3,3.0,3.0,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-10-10, All,
5.0,Good pay,"Current Employee, more than 3 years",Good pay and good benefits,None really. Must be able to handle difficult customers,,o,o,o,5,5,5,5,4.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-09-29, Retail Sales Associate,
5.0,Awesome,"Former Employee, less than 1 year","Good team members, helpful managers","Fast paced, busy, always active",,v,r,r,2,4,4,4,3.0,4.0,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-10-09, Salesperson,
4.0,Pretty good,Former Employee,The benefits and hours are flexable,"Depending on the store, it can get busy",,o,o,o,5,5,4,4,5.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-09-28, Sales Associate,
4.0,Great pay,"Former Employee, more than 3 years",Great pay and Quick Promotions,"Alot of store manager trainees coming through, not consistent with expectations, always understaffed",,v,v,v,5,5,3,3,4.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-09-15, Assistant Hospitality Manager,
3.0,Great,Former Employee,The other employees and supervisors are easy to work with,The management was inconsiderate of night shift,,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-09-22, Employee,
3.0,ugh,"Current Employee, less than 1 year",the pay is pretty good,"the point system
the ""everyone works holidays""",,x,o,r,3,1,1,1,3.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-10-05, Salesperson,
5.0,Great,"Current Employee, more than 5 years",Hours are pretty adequate I guess,Hours are too long not worth it,,x,r,x,3,3,3,3,3.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-09-25, Cashier,
4.0,Decent beginner job,"Current Employee, more than 1 year",Flexible hour and good pay,Minors treated differently than adults,,v,v,r,4,3,2,4,3.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-09-28, Team Member,
4.0,Easy going job,Current Employee,Very straightforward and easy for most people,Not good if you cant handle stress,,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-09-16, Team Member,
5.0,Loved it!,"Former Employee, more than 1 year","Great pay, family environment, good management",Early shifts and hard to find childcare during weekend shifts,,v,v,v,5,5,5,3,5.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-08-27, Bakery Team Member,
2.0,Stressful and Fast paced,"Current Employee, more than 1 year","Good benefits, Decent pay, Job security","Short staffing, no breaks sometimes, Long hours, High expectations",,x,r,x,3,4,3,2,2.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-09-16, Shift Supervisor,
3.0,It's whatever...,"Current Employee, more than 1 year",Solid pay for someone who is in college with tuition reimbursement benefits,Constantly understaffed and you deal with a bunch of crazy people. This can make the job stressful and annoying,,x,v,r,2,4,3,3,3.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-07-30, Store Team Member,
3.0,Nothing,Former Employee,Really nice onboarding. Had a very full on interview,"Work was really grimy, changing the fryer was scary",,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-09-10, Anonymous Employee,
5.0,Great Work Environment,Former Employee,"Fast paced environment usually, made the day go by quickly",Early shift was sometimes difficult to wake up for,,o,o,o,4,4,,4,5.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-08-26, Team Member,
5.0,Sheetz rocks!,Former Employee,One of the best places I have worked,its in the middle of nowhere beautiful but along way from anything.,,v,v,v,5,5,5,5,5.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-08-26, Baker,
5.0,good,Current Employee,good pay good benefits good company,busy during rushes can be overwhelming,,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-09-16, Sales Associate,
2.0,Just no,"Former Employee, more than 1 year",Or early for the day,Pay work days management all bad,,x,v,v,2,2,2,2,3.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-09-22, Receiving,
5.0,great job,"Current Employee, more than 10 years",Very good company to work for,open 24/7 and on holidays,,v,v,v,5,5,5,5,5.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-09-14, Store Manager,
4.0,"Good company, bad management","Current Employee, more than 3 years",Good company to work for,My areas had a bad management team,,o,o,o,4,4,2,2,3.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-09-10, Team Member,
2.0,managers made me hate my job,"Former Employee, more than 1 year",half off food on the clock and 30 min before and after,managers think they're better than everybody,,x,r,x,3,3,2,3,1.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-08-24, Sales Associate/Cashier,
4.0,Yes,"Current Employee, more than 1 year",Easy job to do for a young perso,Older stubborn people who don’t like change,,v,r,v,2,3,5,4,2.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-08-24, Sales Floor Team Member,
2.0,Sheetz bad,"Current Employee, more than 1 year",Good pay for a first job,Bad management at the store,,x,x,r,4,3,2,2,2.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-09-14, Salesperson,
1.0,Horrible management,Current Employee,"hours and customers 
holidays and","people
mental health 
pay 
overtime and",,x,x,x,1,1,1,1,1.0,1.0,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-12-01, Part Time Cashier,
3.0,It's ok,Former Employee,A lot of freedom. Laid back. Great bonus. Work life balance.,Culture & zero growth opportunities.,,x,v,v,1,4,2,3,2.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-09-01, Anonymous Employee,
4.0,Great company,"Former Employee, more than 1 year","Flexible schedule, great work environment",None that I can think of.,,v,v,v,5,4,5,5,5.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-09-07, Team Member,
4.0,good work,"Former Employee, more than 1 year",Great management and job security,pay rate is bare and opportunity us scarce,,v,v,v,2,5,5,3,5.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-08-24, Sales Person,
2.0,They really try to make Sheetz seem like a great family-owned co. to work for & I had a much different experience!,"Former Employee, less than 1 year","I guess great health benefits...i would not know bc they hire you as a FT employee then they cut hours on the schedule & you are now a PT employee & do not qualify for health benefits. 
Store manager was kind ect...","No loyalty for employees. They ask you what days you are available during interview & say “Schedule/availability is wide open” & then cut hours & try to force employees to work days/hours they cannot & were upfront about from beginning.  “Point System” is insane!! Felt like I was back in elementary school again. Unrealistic expectations (esp. w/the work environment that they create) & you get scolded when you have enough points to get fired (these points are easily acquired), however, they do not actually fire you until business is slow & they need to eliminate employees anyway ect... SHEETZ’S TURNOVER RATE IS INSANE I AM SURE!",,o,r,v,3,3,3,4,3.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-01-22, Sales Associate/Cashier,
5.0,Lovely,Former Employee,Nice benefits flexible with schedule. Great for a college job,Sometimes they changed store owners which meant learning a whole new management style,,v,v,o,,,,,,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-08-05, Shift Supervisor,
5.0,good company,Current Employee,good starting pay and benefits,"very strict management and procedures
open 24/7 so hours can vary",,v,v,v,,,,,,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-08-23, Shift Supervisor,
4.0,Recommend,Former Employee,great place to work at,bad hours poor staffing and turnover,,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-08-31, Shift Supervisor,
2.0,Glassdoor forced a review like a bunch of bums,Former Employee,Can eat when you're hungry,"All over the place, bad scheduling, bad pay",,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-08-10, Cashier,
4.0,Good job,"Current Employee, more than 8 years",Good pay flexible good benefits,"Work life balance 
Always on call",,v,v,v,5,5,5,2,5.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-08-23, Store Manager,
4.0,Great,Current Employee,Takes good care of employees,Understaffed a lot of the time,,o,o,o,2,5,4,4,4.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-08-24, Salesperson,
3.0,Sheetz,Former Employee,Pay was pretty decent considering,Not enough staffing which resulted in constant fill ins,,v,v,v,4,3,5,4,5.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-08-19, Anonymous Employee,
5.0,Sheetz,Current Employee,Good starting pay and flexible,Lots of late nights and sleep,,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-08-19, Freezer Order Filler,
5.0,Amazing Workplace,"Former Employee, less than 1 year",I really liked it there,I can’t think of any cons,,v,v,v,4,5,5,5,5.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-08-17, Anonymous Employee,
5.0,Great Company,Former Employee,"Great work environment, flexibility with schedule",I can't think of any,,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-08-14, Sales Associate,
1.0,Meh,Former Employee,They pay you to be there.,A corporation that doesn't value the individual,,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-10-24, Sales Associate,
5.0,Sheetz,"Current Employee, more than 3 years",Positive work environment and friendly coworkers,Lack of availability of upper management,,v,v,r,3,4,4,4,4.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-08-06, Salesperson,
4.0,Great Place to work,Current Employee,"great people, ever changing work, decent benefits",shift selection could be better,,o,o,o,4,4,4,3,4.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-07-28, Team Lead,
1.0,Nothing more than a number,"Former Employee, more than 1 year",Nice co-workers and employee discount on the clock,"Everything else, mostly high firing rate",,x,r,x,3,2,1,2,1.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-09-14, Cashier,
1.0,Wouldn't Recommend,"Former Employee, more than 1 year","pay, customers, on the shift discount","Liars, gossips, laziness, favoritism, management",,x,r,r,2,3,1,1,1.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-08-17, Supervisor,
4.0,Overall a nice working environment,"Current Employee, less than 1 year",The work is not hard and you work alongside your coworkers pretty extensively. I enjoy the time I work while also doing school full time.,"In my experience with my store specifically, the management has some issues with caring about the work. Forcing all responsibilities onto supervisors and associates so they can hang out in the back on Facebook. I guess this is just a potential problem with any manager though so take it with a grain of salt.",,v,v,v,5,3,4,2,5.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-01-14, Sales Associate,
4.0,Great Company to Work For,"Former Employee, more than 5 years","Great compensation. Quarterly Bonuses based on customer survey scores, profit margins, etc. Higher positions get higher bonuses. A lot of room to move up/advance career. Almost always has overtime available. Culture in most stores feels like a 2nd family.",Lack of Training due to a multitude of reasons. Very trial by fire which can result in unnecessary write ups. Retail Job. Overtime usually due to turnover/call-outs.,,v,v,v,4,5,4,3,5.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-06-12, Shift Supervisor,
5.0,Great for people with disabilities,"Current Employee, more than 1 year","Patient and understanding with disabilities, gave me a calm, supportive environment with extra time to learn, encouraging and positive management, Sheetz coworkers feel like family, hard work feels rewarded, lots of room to move up and make a career of Sheetz","Don't always get 30 scheduled hours to keep health benefits when business is slow in the summer, have gotten letters about losing benefits, lack of work-life balance and stress affected mental health and performance at times",,v,v,v,5,4,5,5,5.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-06-30, Salesperson,
3.0,It was an ok job,"Former Employee, more than 5 years","The pay, bonuses, and benefits were all great. It was plenty of opportunities to move up and branch out in the company. The training program was pretty awesome as well, plus you get trips, dinners, incentives and more.","The actual job is awful. The turn over rate is terrible. They don’t give stores enough employees and hours when it’s busy and cut hours when it’s slow. You have to work every single holiday and don’t receive enough vacation or personal time off. The point system also sucks, and they take too long to get rid of bad lazy workers.",,x,v,v,4,4,3,2,4.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-03-28, Shift Supervisor,
3.0,Overall okay,"Former Employee, more than 1 year",Pay was decent. Job promotions were available to those who wanted it. Bonuses and coupons for good work.,"I was either scheduled 2 weeks in a row without a day off or I barely got 20 hours a week. They always wanted you to stay and work double or triple shifts if the weather was nasty. So, they had no concept of employees having family responsibilities.",,x,v,r,4,4,1,2,3.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-02-09, Salesperson,
5.0,A company that cares.,"Current Employee, more than 5 years",They really care about thier people. It doesn't matter if you are an employee or a customer. Sheetz its authentic committed to thier employees and their customers.,Structure store manager schedule. Wish they were more flexible.,,v,v,v,5,5,5,4,5.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-03-07, Store Manager,
3.0,Good until new management,"Current Employee, less than 1 year",Great place IF you have a manager who actually wants to work at the location they are at .,Manager can get away with favoritism. Letting an employee work 90 something hours while having an employee for 4-8 and lose healthcare benefits is not right . Saying the employee doesn’t get hours because you can communicate with her because she has an accent is discriminatory behavior .,,o,o,o,4,3,1,3,4.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-03-01, Anonymous Employee,
4.0,Sheetz is way better to work at than you think,"Current Employee, more than 1 year",Quarterly bonus and as long as you plan out your schedule ahead of time and change availability the scheduling is pretty great,"If you aren't very specific with your availability they'll schedule you as much as possible. 
Shifts after first shift can get pretty overworked during busy seasons and times",,v,r,v,3,4,4,4,4.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-02-15, Salesperson,
3.0,Management matters,"Former Employee, more than 1 year",good starting pay for what the job is,"strict corporate, rude customers, ridiculous point system",,x,x,x,2,4,1,3,2.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-07-09, Team Member,
5.0,Enjoy my time at sheetz,"Former Employee, less than 1 year",The coworkers and managers are some of the best people I've worked for. Then made things easier for me when I work there. The best is pretty good,8-hour shifts and a lot of busy work but its definitely worth when you get your paycheck,,v,o,v,3,4,4,4,5.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-07-21, Salesperson,
4.0,"Great place to work, short or long term.","Former Employee, more than 3 years","The best employees tend to stick around, some are still my friends.
The schedule is usually flexible because of the number of employees.
Free food tickets for displaying good work.","Lots of bad employees that will leave you and the team hanging, which means the good employees have lots of work to pick up.",,v,v,v,4,4,5,3,5.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-04-02, Sales Associate,
4.0,Great First Job- amazing benefits and decent salary,"Current Employee, more than 1 year","-starting salary is 10/hr and goes up 25c/6 months until you hit your year mark
-very flexible hours
-busy job, always something to do
-amazing insurance","-physically demanding, on your feet entire shift
-customer service can be emotionally draining",,v,v,v,3,4,3,4,3.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-03-10, Store Team Member,
4.0,Job that pays just enough.,"Current Employee, more than 1 year",Sheetz has a fairly competitive pay as well as some pretty good benefit offers.,They do not allow enough people to work per shift. They will require a large work load and not take into consideration the fact that their staff is working like crazy and running around.,,v,r,v,4,4,4,4,4.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-05-29, Sales Associate,
5.0,Great Management,"Former Employee, less than 1 year",Fantastic training for the store. If you dont know something by the end it's your fault. Management is understanding and supportive.,"It doesn't really slow down. There's always something to do, but I don't really see that as a con.",,v,v,v,,,,,,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-02-06, Salesperson,
3.0,Watch OUT,Former Employee,"great pay and benefits 
decent bonuses",a very shady company to work for. They will let you go for no true reason and if you do try to leave them the correct way they will not let you work out your notice they will just take you off the schedule.,,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-05-07, Assistant Manager,
5.0,ONE OF A KIND,"Former Employee, more than 1 year",Family oriented. Like a 2 family. Great pay. Awesome opportunities for growth. Fair bonuses.,Long hours. Short breaks. Face paced. A lot of things to remember. Some customers can really be rude.,,v,v,v,5,5,5,3,5.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-06-26, Hospitality Manager,
1.0,DO NOT WORK FOR THIS COMPANY,"Current Employee, less than 1 year","there is absolutely no pros of working for this company, they treat their employees like crap, that have a point system that you get pointed for on every little thing, they work you like a dog, it’s almost impossible to get vacation or personal time. And don’t even get me started about the funeral policy. Working for this company makes me sick.",It’s just a bad place to work,,o,x,x,1,1,1,1,1.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-03-30, Salesperson,
3.0,Alright for a college student.,"Former Employee, more than 1 year",Very easy but super mundane.,Management doesn't care if you found a better way to do something. Why complete a task in 30 minutes when they can waste everyone's time for 2-4 hours.,,x,r,v,2,4,2,1,4.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-05-11, Store Associate,
