rating,title,status,pros,cons,advice,Recommend,CEO Approval,Business Outlook,Career Opportunities,Compensation and Benefits,Senior Management,Work/Life Balance,Culture & Values,Diversity & Inclusion,firm_link,date,job,index
5.0,Very Good for a Retail Job,"Current Employee, less than 1 year",They provide great pay and benefits and management is generally good and encouraging,There is little flexibility and very short notice for schedule changes,,v,v,v,4,5,3,3,5.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-08-19, Cashier Assistant,
5.0,Great experience for my first job!,"Former Employee, less than 1 year","- You can work your way up quickly.
- Fast paced.
- Close relationships.","- Job was very stressful.
- Some customers are rude.",,v,v,v,5,5,3,3,5.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-09-19, Seasonal Front End Assistant,
4.0,Awesome place to work,Former Employee,"Great benefits, with decent start out pay.","None.  The work is hard sure, but the people you work with usually make up for all of that.",,o,o,o,,,,,,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-09-23, Front End,
5.0,I couldn’t ask for a better employer.,Current Employee,"Love the atmosphere, the infrastructure, the benefits, and the wage.",Not as challenging as I would have liked. I need to grow.,,o,o,o,,,,,,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-03-04, ,
4.0,I like to shop but not work at Costco,Former Employee,Pay is pretty good and standard across company.,The work can be difficult and the company is not open to change.,,o,o,o,,,,,,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-07-11, Stocker,
5.0,Working for Costoco,"Current Employee, more than 3 years",Excellence benefits! Good Pay! Company only hires within when looking for supervisor or upper management positions.,Nothing bad to really say. I love working at costco.,,v,v,v,5,5,4,5,5.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-07-18, Food Court Attendant,
2.0,happy to quit from costco!!,"Former Employee, more than 3 years",costco have decent benefit for people who want make small money,management of the wear house i worked for were just thinking about their benefits and bouneses,,x,x,x,1,3,1,1,1.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-11-14, Cashier,
3.0,Sub par,"Current Employee, more than 1 year","Pay is alright, but not somewhere to settle down",Management Is very tight with their budget and the lack of hours falls on the employees,,x,v,v,2,4,1,2,2.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-11-14, Starting Costco Employee,
5.0,Great place to work!,"Current Employee, less than 1 year",Mostly competent people with a friendly atmosphere.,The  work can take a toll on the body if not careful.,,o,o,o,,,,,,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-11-25, Front End Assistant,
5.0,Employee owned,"Former Employee, more than 8 years","employee owned, great benefits, great bonuses",I wasn't able to take holidays off the entire time I worked there,,v,v,v,5,5,5,5,5.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-02-12, Assistant Manager,
5.0,"Very organized, understanding company","Former Employee, less than 1 year",Just about everything working for them was awesome!,Free time was pretty hard to find on my days working. I didnt mind though,,v,v,v,5,5,5,4,5.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-03-04, Meat Wrapper,
5.0,Hard Work but very rewarding,"Former Employee, more than 1 year","Ability to promote, diversity in job tasks from day to day.","irregular work hours, and must provide days off 2 weeks in advance.",,v,o,o,,,,,,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-05-13, Cashier Assistant,
4.0,Membership,"Current Employee, less than 1 year","can easily pick hours, high pay, time and a half on sundays","this dept. gets some of the worst customers, can be stressful bc of different system processes,",,v,v,v,4,4,3,3,3.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-05-22, Membership,
4.0,Good experience,"Former Employee, less than 1 year","good pay, nice people, medical  and other bonuses","no cons, everything is perfect, may ne only management could be a bit better",,v,v,v,3,5,3,4,4.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-09-10, Cashier,
4.0,Good place for a retail job,"Current Employee, more than 5 years",Great people to work with. A lot of different positions to find you best fit.,Retail is Retail-no matter who the employer is.,,o,o,v,4,5,4,4,5.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-09-16, Marketing Coordinator,
5.0,Great place to work. Amazing benefits,Former Employee,Great benefits. Great staff. I'd work there again.,None that I can think of at this time.,,o,o,o,,,,,,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-10-06, Meat Cutter,
5.0,Excellent Company,"Former Employee, more than 10 years",Great opportunities and build many skills.,Be able to work in fast pace environment everyday.,,v,v,v,5,5,5,5,5.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-10-12, Stocker,
4.0,The Best Retail Job To Have,"Current Employee, more than 1 year","Coworkers/Management is excellent/friendly
Pay- More than Minimum Wage w Sunday Time and Half","Do not expect to be off weekends
Seasonality creates full time hours",,v,o,o,4,4,4,3,4.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-10-23, Retail,
4.0,Very pleasant place to work at.,"Former Employee, more than 10 years","Great benefits,  good job experience,  my store was a union building so contract was excellent.","Retail hours, and no weekends off.",,v,v,v,5,5,4,2,5.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-10-26, Front End Cashier,
3.0,Underpaid/Overworked,"Current Employee, more than 10 years",Good benefits. Great Fellow employees.,Zero worklife balance. High pressure from management. Low compensation for buying staff. Not open to newness. Same pay regardless of performance.,,x,x,x,3,3,2,1,2.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-11-28, Senior Assistant Buyer,
3.0,Some BAD apples in upper Pharmacy Management,"Former Employee, more than 10 years","Pay, technician to Pharmacist ratio",Upper management must think Pharmacy Managers are superhuman!,,v,o,o,5,5,1,3,3.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-12-28, Pharmacy Manager,
5.0,"Great company, great pay and benefits",Current Employee,Costco takes great care of their employees and provides a good work environment.,Retail schedule means lots of nights and weekends.,,o,o,o,,,,,,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-01-06, Anonymous Employee,
4.0,Great company,Current Employee,"Good benefits, good pay, good management",Based on seniority and employees have been there 20 years plus so it’s hard to get hours or good shifts.,,o,o,o,,,,,,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-01-07, Deli Clerk,
5.0,stocker,Former Employee,the human resource team is great,Hour cap for part time they also do not promote based off of merit but off of time in service,,o,o,o,,,,,,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-01-08, Anonymous Employee,
4.0,"Great Pay, easy job","Former Employee, less than 1 year","Pay, coworkers, members, food court is easy af  time and a half every Sunday!",Cleaning the kitchen took a long time.,,v,v,v,5,5,5,3,5.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-02-08, Food Court,
5.0,It is an efficient and friendly place to shop.,Former Employee,The pay is good and the hours are flexible.,You have to work Sundays,,o,o,o,,,,,,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-02-10, ,
5.0,Great Company,"Current Employee, more than 3 years","Great pay, great benefits, great hours, great environment. Overall an amazing place to work!!",Sometimes not much room for growth,,v,v,v,,,,,,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-03-18, Front End Assistant,
4.0,"Great benefits, great pay, but favoritism","Current Employee, more than 3 years","Great medical/dental/vision, lots of PTO, lots of sick time.",Favoritism and office politics are messy.,,v,v,v,4,5,3,4,4.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-06-15, Cashier Assistant,
5.0,I dont know what this means,"Current Employee, less than 1 year",They Care about all employees,There is no down side.  Its like looking up a mountain.,,v,v,v,5,5,5,5,5.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-08-23, Bakery Wrapper,
4.0,Great place to start,"Former Employee, less than 1 year",They have really nice employees. I always felt welcome.,"If you are a male on front end, they will put you on carts.",,v,r,r,4,4,4,4,4.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-02-02, Front End Assistant,
5.0,Great Job and People,"Former Employee, more than 10 years","Great pay and benefits 
Job is always interesting 
Good people to work with","Long hours 
Sometimes conflicting direction from the higher ups",,v,v,v,5,5,4,3,5.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-06-03, Hardlines Manager,
5.0,Great Company,"Current Employee, more than 3 years","Flexible with students
Great pay
Good time off
Paid holidays
Promote within
Strong culture
Friendly environment and coworkers",Sometimes there is hard labor,,v,v,v,5,5,4,4,5.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-06-14, Night Merchandiser,
4.0,Not too shabby,"Current Employee, more than 5 years",The biggest pro with Costco is job security,The biggest con with Costco is flexibility.,,x,r,v,3,4,3,3,3.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-06-12, Assistant Buyer,
4.0,Great Company,"Current Employee, more than 8 years",Great pay and benefits. Paid vacation time and time and a half on Sundays.,Retail. No Set Schedule and very demanding,,v,v,v,4,5,4,3,5.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-07-11, Supervisor,
3.0,Good for lifers,"Current Employee, more than 1 year",The pay is good and benefits are great,"Seniority is king, doesn't matter how good of a worker you are if newer",,v,v,r,3,4,3,4,3.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-07-18, Merchandiser,
4.0,administration,"Current Employee, more than 1 year",health insurance and paid time off is a great benefit. time and a half on sundays.,"big on seniority, favoritism, management can be unprofessional at times.",,v,r,r,3,5,4,4,4.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-08-04, Administrative,
5.0,Great place to work,"Former Employee, more than 10 years","Pay, insurance, bonus, good people","Politics at warehouse, hours sometime suck, but, hey, it’s retail.",,v,v,v,5,5,4,4,5.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-09-06, Marketing Manager,
4.0,Awesome place to work,"Former Employee, more than 1 year","Great co workers, good atmosphere, raises after certain amount of hours worked","normally work over 40 hours a week, work at night",,o,o,o,4,5,4,3,5.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-01-30, Night Merchandiser,
5.0,Great Company,"Current Employee, less than 1 year","Great benefits, Busy Enviroment, Advancement Oppurtunity",Scheduling got messy and Management could be frustrating to talk to because company structure,,v,v,v,5,5,5,5,5.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-02-07, Front End,
4.0,"Treat you well, better if you work hard.","Former Employee, more than 1 year","Great benefits.
Healthy work environment.","Odd hours.
Strict vacation/time-off policies.
Expected to be able to do more than your job title.",,v,v,v,4,5,4,4,5.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-03-01, Major Sales Associate,
5.0,Great company,"Current Employee, more than 5 years","Great company caire about there employee.i got 401k,2500 for bonus, health benefits,close on major holiday",Nonting I have no cons to say,,v,v,v,5,5,5,5,5.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-03-12, Cashier,
5.0,Great Place to work at,"Current Employee, more than 5 years",Good Work life Balance is a great buy,Very slow in the execution of ideas,,v,v,v,2,3,2,5,5.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-06-14, BPM Developer,
5.0,GREAT,"Current Employee, less than 1 year","pay, hours, benefits, management, holidays, co-workers",Sometimes the schedule has you working somewhere else than where the supervisors will have you work that shift.,,o,o,o,5,5,5,5,5.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-07-09, Front End Assistant,
3.0,Not the Worst,Current Employee,"Sunday Pay and pay in general is above average
401K
Company provided food","Incompetent Supervisors
Poor management decisions at the local level",,o,o,o,,,,,,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-07-24, Associate,
4.0,Great pay and benefits!,Current Employee,Great pay for retail and great benefits. Sundays are time and a half. :),"Prepare to work every Friday, Saturday and Sunday.",,o,o,o,,,,,,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-07-22, Front End Associate/Cashier,
5.0,Great place to work,"Former Employee, more than 1 year",Excellent benefits. Reasonable shifts. Open door policy,I really didn’t have any complaints about working here.,,v,r,r,5,5,4,5,5.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-08-15, Front End Assistant,
5.0,I love it,"Former Employee, more than 3 years","Great environment, fun people good pay great benifits",Some people have Favorites when it comes to superviser,,v,v,v,5,5,5,3,5.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-08-21, Sales Associate/Cashier,
4.0,Great Job,Former Employee,"Great benefits- really good hourly pay, vacation time, health benefits and 401K.",There is a lot of upper management and supervisors to work/deal with,,o,o,o,5,5,3,3,3.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-08-28, Assistant Head Cashier,
4.0,"great place to work, if you are a licensed optician","Former Employee, more than 1 year","good healthcare benefits
steady working environment",not much room for advancement due to long tenure of employees,,v,v,v,2,4,3,3,5.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-09-04, Apprentice Optician,
5.0,Excellent place to work,"Former Employee, less than 1 year","Benefits, coworkers, management was supportive","Early morning shifts for morning shifts. Sometimes even started 3am if asked to, but usually 4am",,o,o,o,5,5,5,4,5.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-09-20, Stocker (Foods),
5.0,Great Benefits,"Former Employee, more than 1 year","Amazing pay, great work environment, many opportunities to learn new departments, great insurance.",Very difficult to get hired,,v,v,o,4,5,,5,5.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-10-08, Cashier Assistant,
4.0,membership,Former Employee,well meaning managers. consistency. able to take days off when requested in advanced. great benefits including bonuses.,terrible starting pay. benefits have gotten worse.,,v,r,r,3,4,4,3,4.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-01-07, Anonymous Employee,
5.0,Good,"Former Employee, more than 1 year",👍 good company to work for,👎work is hard on your body,,v,r,v,4,5,4,3,4.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-01-19, Pharmacy Technician,
3.0,Good Company,"Current Employee, more than 10 years","Your Job is secure,  with great benefits and annual pay increases",Can be very political when it comes to advancing in the company.,,x,v,v,5,5,2,1,3.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-01-22, Manager,
4.0,It’s good,"Current Employee, less than 1 year",Good pay and benefits,Political and somtimes hard to move up or get a good schedule,,v,v,v,4,4,3,3,3.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-03-11, Stocker,
5.0,Seasonal,"Former Employee, less than 1 year",It was an easy job for a decent pay,Letting all seasonal workers go just to rehire seems like a waste of time,,v,o,v,4,4,4,4,5.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-03-20, Bakery Clerk,
5.0,Great Pay,"Current Employee, less than 1 year",Seems like it has a lot of room for growth,None so far. I am happy there and excited for growth opportunities,,v,v,v,5,5,5,5,5.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-03-29, Food Court Employee,
4.0,Not a bad place to work,"Former Employee, more than 3 years","No hours before opening or after closing
Pay increases based on hours worked
Good health coverage","Inflexible schedule
different schedule every week",,v,v,v,2,3,3,3,5.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-04-02, Tire Shop Technician,
4.0,Working for Costco,"Current Employee, more than 3 years",The pay and the benefits are better than the retail average.,You have no space to think and act outside the box.,,v,v,r,3,4,2,4,4.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-04-06, Deli Clerk,
5.0,"Amazing company, great benefits","Former Employee, more than 1 year","compensation and benefits, great organizational culture","none, I enjoyed my 2 years at Costco thoroughly",,v,v,v,3,5,4,5,5.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-05-08, Electronics Sales Associate,
4.0,Good company,"Current Employee, more than 10 years",Pay and benefits are some of the best in retail.,Limited opportunity for advancement if not willing to relocate/ move to home office.,,v,r,v,2,3,3,4,3.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-05-13, ICS,
4.0,Great workplace!!!,"Former Employee, more than 5 years",Great pay and benefits. Costco really takes care of their employees and members.,Takes awhile to move up the ladder in the company.,,v,v,v,2,5,4,5,5.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-06-05, Tire Technician,
4.0,"Good retail company to work for, excellent pay and members","Current Employee, more than 10 years","Good benefits, good pay rate","Retail hours, inconsistent scheduling, lack of training",,v,r,r,3,4,2,2,3.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-06-07, Unlicensed Optician,
5.0,Great Company,Former Employee,Flexible after you work your 3 months along with benefits,Management will always be a political issue,,o,o,o,,,,,,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-06-10, Front End Assistant,
4.0,Worth it,"Current Employee, more than 5 years",Good pay if you hang in there long enough theres also some upward mobility,"Can be physically hard
Have to be a people person",,v,o,v,3,4,4,3,5.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-07-28, Starting Costco Employee,
5.0,Costco is Cool,"Former Employee, more than 1 year","pay, flexible hourse, great co workers and managment, alot of room to grow",customers can be hard to deal with sometimes,,v,r,v,4,5,4,4,3.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-08-27, Anonymous Employee,
4.0,"Good Money, with Management was better",Former Employee,It’s a good Company to grow in.,"Rude Management, acted like they didn’t want to talk to me, ever",,o,o,o,3,5,2,5,4.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-09-04, Front End,
5.0,Stock the floor and make sure the store is ready to open.,"Current Employee, more than 1 year",They pay well and amazing benefits.,"Terrible management, it’s all about micromanaging.",,v,v,v,4,5,3,5,5.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-11-16, Night Merchandiser,
4.0,"Good company, schedule can be tough","Current Employee, more than 3 years",Pay is good and insurance is excellent,"Schedule conflicts, micro managing is a bit much",,v,r,v,3,4,3,2,3.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-12-10, Hearing Aid Specialist,
5.0,Great place to work,"Current Employee, more than 1 year","Cross training, great management, friendly environment, adequate training.","varying work schedule, inconsistent days off.",,v,v,v,4,5,5,4,5.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-01-25, Cashier Assistant,
5.0,Best retail job out there,"Former Employee, less than 1 year","Clear expectations, understanding management, good pay w/ regular raises and opportunities for advancement",It is a retail job,,v,v,v,5,4,5,4,5.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-01-26, Maintenance,
4.0,Costco is a lovely environment to work in and thrive.,"Former Employee, less than 1 year",Friendly co-workers and awesome hours.,Constantly standing or your feet for 10-12 hour shifts.,,v,v,v,5,5,5,4,5.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-02-05, Sales Associate,
5.0,The best place to work.,Former Employee,They have good benefits and is a good company,Going thru probation and seeing if we stay.,,o,o,o,,,,,,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-02-09, ,
4.0,Solid place to work,"Current Employee, more than 1 year","Great pay, great benefits, good employee protective policies",Internal hires determined by seniority so it is difficult to become FT.,,v,v,o,4,5,4,5,5.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-03-13, Cart Assist,
5.0,Great Place,"Former Employee, more than 8 years",Flexible. Huge room for growth within the company.,None really. This is a fantastic place for short- and long-term employment goals.,,o,o,o,5,5,5,5,5.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-04-06, Anonymous Employee,
5.0,Great while in school,Current Employee,"Pay 
Benefits
Flexible with school
Paid Vacation
Paid Sick","Lack of communication
Too political
Don’t stick to policies
Can be hard to get time off",,o,o,o,4,5,4,4,4.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-04-14, Cashier,
4.0,Decent,"Current Employee, more than 3 years","Good pay, flexible scheduling around school, time and a half sundays","Heavy work load, stressful, some department managers are mean",,v,v,v,5,5,2,2,5.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-04-24, Stocker,
3.0,Costco Front End,Current Employee,Good benefits and co-workers make it fun.,Customers can be annoying.  Very tiring when it gets busy if you're pushing carts.,,o,o,o,4,5,4,4,4.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-05-06, Front End Cashier,
4.0,Good place to work,"Former Employee, more than 5 years","Benefits
They support their employees to further their education",Politics with front end supervisors,,v,r,v,4,4,3,5,5.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-06-21, Cashier,
3.0,It’s a job I guess,Current Employee,Flexible chill easy I think,Managers sometimes pms real bad especially the dudes,,o,o,o,,,,,,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-06-25, Gas Station Attendant,
5.0,Great Company,"Former Employee, more than 10 years",The company acts responsibly in all things,The politics can be overwhelming at times,,v,r,v,5,3,5,5,5.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-07-16, Manager,
3.0,Good College Job,"Current Employee, more than 3 years","- Living wage
-Good Benefits
-Fair amount of hours given to part time","-Emotionally strains
-Employees act childish
-Supervisors could use more training",,v,r,v,4,5,3,3,4.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-07-29, Cashier,
5.0,Front End Assistant,"Current Employee, more than 3 years","Great pay and benefits. 401k, medical, dental, optical insurance.",Some members think they are obligated to be treated extra special,,v,v,v,5,5,2,3,5.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-07-31, Front,
5.0,Costco Food Service,"Former Employee, more than 1 year","Fast paced, everyday is different",Customer is always right isn't always true but we have no way to say otherwise.,,v,o,v,5,5,5,5,5.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-08-12, Food Service Assistant,
5.0,Great place to work with great benfits,"Current Employee, more than 8 years",good benefits even for part time workers.,"hours vary week to week, sometimes 25 sometimes 40.",,v,v,o,,,,,,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-08-15, Photo Lab Operator,
5.0,Great Place to work!,"Former Employee, more than 10 years",The hourly wages and the benefits are top of the line.,"Overall as a Company, there aren't any negatives.",,v,v,v,5,5,5,5,5.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-08-17, Clerk,
4.0,costco,"Current Employee, less than 1 year","good pay, fast paced, lots of moving around.","they work you like a slave, short breaks",,v,r,v,3,4,5,4,3.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-09-08, Cashier Assistant,
4.0,Good pay hard work,"Current Employee, more than 1 year","Benefits for part time employees
Time and a half on Sunday",Too much micromanaging when you are a front end associate,,v,v,v,3,5,4,5,5.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-09-10, Retail Associate,
4.0,Costco is Great- Travel is.. less great,"Current Employee, more than 5 years",Good pay for entry level employees,uncompetitive wages as you move up,,o,v,o,3,4,3,3,4.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-09-16, Assistant Manager,
4.0,Overall great opportunity,"Current Employee, more than 10 years","Great benefits, pretty good work/ life balance and great job security",Limited opportunities for upward mobility at the regional office level,,v,v,v,3,4,3,4,4.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-10-23, Assistant Buyer,
5.0,Great Company,"Current Employee, more than 5 years",its Costco everything is great,not enough pay us better and implement bonuses,,o,o,o,5,3,3,5,5.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-12-06, Transportation Supervisor,
4.0,Working Front End,"Current Employee, less than 1 year","Carts
Lots of hours
Good people
Day goes by fast","People on weekends
Closing 
Long hours",,v,r,r,5,5,3,2,2.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-01-19, Cashier Assistant,
4.0,Great company,"Current Employee, less than 1 year","If you can stick it out and work hard, you will be rewarded with promotions",Not easy to get full-time hours,,o,o,o,5,4,4,4,5.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-01-23, Food Court,
4.0,Great Place to Work,"Current Employee, more than 10 years",Takes care of their employees,Needs to invest in it's systems,,o,o,o,4,4,4,4,4.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-01-26, Ecommerce,
5.0,Great place to work and advance!,"Former Employee, more than 10 years",Great atmosphere and excellent benefits.,I have nothing bad to say.,,v,v,v,5,5,5,3,5.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-01-31, Merchandising Manager,
5.0,Manager,"Current Employee, more than 10 years",Excellent wages and benefits. Strong solid company,Its resale.  Your hours can change due to the needs of the business.,,v,o,v,5,5,4,5,5.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-02-15, Anonymous Employee,
4.0,Great,"Current Employee, more than 5 years","Security, benefits, premotes within, great wage",Most of the people hired are family members and promotions are questionable,,v,v,v,5,5,4,5,4.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-02-25, Customer Service,
5.0,Good workplace,Former Employee,"Great benefits, great work environment, fast-paced","if limited part time hard to move to part time or full time, management",,o,o,o,,,,,,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-04-04, Baker/Cake Decorator,
3.0,Good place to work with great benefits,"Current Employee, more than 1 year","Full medical benefits, promote from within, good work environment",Supervisors are inexperienced and managers have shown favoritism.,,v,r,v,3,4,1,2,2.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-05-24, Front End Assistant,
4.0,Bakery,Former Employee,Good job fast paste great people,Act like they like you work you to death and dont keep you unless your favorited,,o,o,o,,,,,,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-05-29, ,
5.0,Great place,"Current Employee, more than 3 years",Great pay and benefits for employees,"Not flexible hours, must work 5 days a week even if you're part time",,v,v,v,5,5,3,3,4.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-07-10, Membership,
5.0,Great company,Current Employee,Great company to work for! Get paid really well. I work part time with great benefits.,No cons. Not complaints,,o,o,o,,,,,,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-07-18, Membership Associate,
4.0,A solid company.,"Current Employee, more than 10 years",Good benefits with a lot of options of jobs.,Getting a consistent schedule can take quite awhile for newer employees.,,o,o,o,,,,,,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-08-27, Stocker,
4.0,Good place to start your career,"Current Employee, more than 1 year","Reasonable Management, Upward Mobility, Company Culture","Scheduling, Internal Postings Are Usually Not Accurate, HR Kind Of Sucks",,v,v,v,5,3,4,2,4.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-09-11, Reservations Agent,
5.0,Manage employees and merchandise display,Former Employee,"Salary, coworkers, benefits, hours, discounts","None , best job I ever had",,o,o,o,,,,,,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-09-15, ,
3.0,Overworked and miss fairly treated.,Former Employee,The ability to learn a lot in no time.,Never consistent shift very seniority based,,o,r,o,,,,,,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-09-23, ,
4.0,Great job for students,"Current Employee, more than 1 year","Works around  your school schedule
Great pay for a student
Sick time/vacation/benefits","Can work late nights
Seniority prioritized over work rate",,v,r,v,3,5,4,4,3.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-11-06, Food Service Worker,
5.0,Great company to work for,Current Employee,"Moneye good, management, customers, product","Hard work, fast pace, angry customers, chicken tenders",,v,v,o,5,5,5,5,5.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-12-05, Stocker,
5.0,Member Service Agent,"Current Employee, more than 1 year","Good pay, good people to work with, supportive managers, full benefits, free employee membership",The distance isn't always convenient,,v,v,v,4,5,5,4,5.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-12-14, Member Service Representative,
5.0,Part time,Current Employee,Great overall company to work for,Management needs work with communication,,o,o,o,,,,,,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-01-18, Stocker,
4.0,"Good Job, Great Benefits",Current Employee,"- Great Working Environment
- 401K 
- Great Insurance","- Not many hours 
- Chances of Promotion are slim",,v,v,v,4,5,5,5,5.0,,Reviews/Costco-Wholesale-Reviews-E2590.htm,2019-03-04, Anonymous Employee,
